operator_id,total_calls,missed_calls,missed_call_rate,avg_waiting_time,outbound_calls,internal_call_rate,avg_call_duration,classification
920852,505,95,0.18811881188118812,83.26930693069306,308,0.0019801980198019802,556.1029702970297,Eficiente
920874,33,0,0.0,60.75757575757576,0,0.0,315.7878787878788,Eficiente
920902,80,9,0.1125,107.925,21,0.0,229.95,Zona media
920928,16,6,0.375,37.625,16,0.625,23.9375,Zona media
920930,1,0,0.0,62.0,0,0.0,21.0,Eficiente
920982,61,0,0.0,66.95081967213115,0,0.0,325.7049180327869,Eficiente
921062,128,7,0.0546875,43.1875,8,0.0234375,382.1484375,Eficiente
921102,30,11,0.36666666666666664,18.0,17,0.36666666666666664,100.2,Zona media
921104,15,6,0.4,26.2,9,0.4,75.13333333333334,Zona media
921116,122,30,0.2459016393442623,59.9344262295082,122,0.32786885245901637,399.07377049180326,Eficiente
921306,1067,236,0.2211808809746954,334.80224929709465,592,0.0009372071227741331,1109.8828491096533,Ineficaz parcial
921316,87,50,0.5747126436781609,24.2183908045977,87,0.5862068965517241,139.35632183908046,Ineficaz parcial
921318,5349,1780,0.33277248083753974,753.7721069358759,2864,0.0026173116470368293,3063.2559356889137,Ineficaz parcial
921320,397,142,0.35768261964735515,199.43324937027708,317,0.0,294.3551637279597,Zona media
921574,1778,855,0.48087739032620924,1622.986501687289,1778,0.0,4023.5202474690664,Muy ineficaz
921584,1346,813,0.6040118870728083,1259.8833580980684,1346,0.0,730.0876671619613,Muy ineficaz
921592,1805,740,0.4099722991689751,1601.834349030471,1805,0.0,2601.378947368421,Muy ineficaz
921594,1145,497,0.434061135371179,1247.944978165939,1145,0.0,3487.6069868995633,Muy ineficaz
921596,1502,621,0.41344873501997337,1415.2623169107856,1502,0.0,3872.0459387483356,Muy ineficaz
921814,100,15,0.15,43.79,48,0.06,467.03,Eficiente
921818,4310,656,0.15220417633410674,379.40208816705336,2306,0.004408352668213457,1745.9457076566125,Ineficaz parcial
922114,13,1,0.07692307692307693,18.923076923076923,12,0.46153846153846156,189.6153846153846,Eficiente
922142,792,369,0.4659090909090909,257.17424242424244,792,0.003787878787878788,643.9873737373738,Muy ineficaz
922154,2,0,0.0,9.0,0,0.0,50.0,Eficiente
922356,22,0,0.0,72.4090909090909,0,0.0,422.09090909090907,Eficiente
922428,260,56,0.2153846153846154,86.86923076923077,230,0.08846153846153847,1049.6538461538462,Eficiente
922474,322,59,0.18322981366459629,86.14285714285714,231,0.16149068322981366,741.5031055900621,Eficiente
922476,207,64,0.30917874396135264,128.70048309178745,207,0.27053140096618356,1676.6811594202898,Zona media
922486,8,6,0.75,2.5,7,0.75,34.375,Ineficaz parcial
922698,16,10,0.625,9.875,12,0.1875,25.4375,Ineficaz parcial
922710,1784,953,0.5341928251121076,1765.1440582959642,1784,0.0,2215.064461883408,Muy ineficaz
923250,182,0,0.0,144.16483516483515,182,0.0,3407.2417582417584,Zona media
923254,10,0,0.0,53.4,9,0.0,1274.8,Eficiente
923526,3054,556,0.18205631958087753,294.7524557956778,2037,0.0,906.9495743287492,Ineficaz parcial
923528,802,163,0.20324189526184538,260.2057356608479,676,0.0012468827930174563,526.714463840399,Ineficaz parcial
923646,2,0,0.0,19.0,0,1.0,14.0,Eficiente
923666,2074,866,0.4175506268081003,1394.96287367406,2074,0.0014464802314368371,5448.667791706846,Muy ineficaz
923744,1,0,0.0,5.0,0,0.0,55.0,Eficiente
923944,43,0,0.0,23.953488372093023,0,0.0,101.30232558139535,Eficiente
